,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
14794,4,3.0,3080,10757.0,2.0,0,3,5,8,3080,0,1961,0,98006,47.5671,-122.159,2810,10757.0,1050000
14795,4,2.5,2280,14290.0,1.5,0,0,4,7,1510,770,1942,0,98125,47.7054,-122.297,2140,9890.0,622100
14796,3,1.5,2030,14400.0,1.0,0,0,4,7,1310,720,1969,0,98001,47.2639,-122.285,1330,14400.0,250000
14797,4,3.0,2570,4000.0,2.0,0,0,3,8,1750,820,1909,2014,98115,47.6743,-122.313,1970,4000.0,1180000
14798,3,2.75,3640,10300.0,1.0,0,0,4,9,2060,1580,1979,0,98006,47.5612,-122.146,3110,10625.0,925000
14799,3,2.0,1760,4046.0,1.0,0,0,3,7,960,800,1931,0,98117,47.6876,-122.381,1500,4046.0,554000
14800,3,2.5,2760,17377.0,2.0,0,0,3,9,2760,0,2002,0,98056,47.4929,-122.188,1940,8504.0,545000
14801,3,2.5,2650,11250.0,2.0,0,0,3,9,2650,0,2005,0,98155,47.7644,-122.29,2200,10013.0,660000
14803,4,2.0,1480,8625.0,1.0,0,0,4,7,1480,0,1974,0,98055,47.462,-122.193,2130,8502.0,260000
14804,3,1.0,860,6664.0,1.0,0,0,3,6,860,0,1944,0,98178,47.4931,-122.247,1150,6857.0,219900
14805,4,2.5,2610,4978.0,2.0,0,0,3,8,2610,0,2004,0,98038,47.3438,-122.04,2470,5024.0,373500
14808,3,3.0,3410,16015.0,2.0,1,4,4,10,2220,1190,1973,0,98040,47.5721,-122.239,3760,16572.0,2600000
14809,3,2.25,1760,10013.0,2.0,0,0,4,8,1760,0,1983,0,98056,47.5336,-122.189,1810,9768.0,450000
14810,3,1.75,2040,12065.0,1.0,0,0,3,8,2040,0,1987,0,98038,47.3756,-122.044,2010,11717.0,379950
14811,3,3.5,3470,4171.0,3.0,0,0,3,9,3470,0,2008,0,98034,47.711,-122.229,3430,4268.0,834800
14812,2,1.0,680,4800.0,1.0,0,0,3,6,680,0,1917,0,98122,47.6084,-122.304,1610,4800.0,365000
14814,3,1.5,1250,4000.0,1.0,0,0,3,7,1250,0,1955,0,98117,47.6916,-122.379,1030,4000.0,452000
14815,3,3.0,3570,6250.0,2.0,0,2,3,10,2710,860,1985,0,98116,47.5624,-122.399,2550,7596.0,840000
14816,4,2.0,2000,6250.0,1.5,0,0,3,7,1480,520,1930,0,98136,47.5532,-122.389,1110,6250.0,465000
14817,3,2.5,2030,4867.0,2.0,0,0,3,7,2030,0,2003,0,98042,47.3747,-122.128,2030,5000.0,295000
14818,3,1.0,1390,6160.0,1.0,0,0,4,7,1390,0,1949,0,98133,47.7289,-122.338,1230,6160.0,396000
14819,2,1.0,1030,12350.0,1.5,0,0,3,7,1030,0,1942,0,98115,47.6984,-122.324,1790,6900.0,397000
14820,3,1.0,1280,9000.0,1.5,0,0,4,6,1280,0,1954,0,98146,47.4915,-122.338,1430,4500.0,240000
14821,3,2.5,2370,6840.0,2.0,0,0,3,9,2370,0,1987,0,98119,47.6503,-122.366,1590,4400.0,300523
14822,3,2.0,1380,9000.0,2.0,0,0,2,7,1380,0,1946,1982,98001,47.2613,-122.248,1460,9732.0,215500
14823,5,3.0,2320,7229.0,1.0,0,0,4,8,1370,950,1986,0,98052,47.697,-122.097,2090,7554.0,552500
14824,5,1.5,2050,9360.0,1.0,0,0,3,7,1520,530,1968,0,98055,47.436,-122.195,1840,9383.0,375000
14827,3,2.5,2450,4400.0,2.0,0,0,4,9,1800,650,1922,0,98102,47.6439,-122.319,2220,5500.0,952000
14828,5,1.75,1890,5000.0,1.5,0,0,3,7,1090,800,1906,0,98107,47.6711,-122.372,1610,5000.0,523460
14829,4,2.5,2007,4968.0,2.0,0,0,3,9,2007,0,2009,0,98092,47.3301,-122.191,2189,5852.0,305950
14830,3,2.5,1430,9044.0,2.0,0,0,3,7,1430,0,1991,0,98022,47.1956,-121.986,1580,8624.0,220000
14832,5,2.5,2210,10772.0,1.0,0,2,3,9,1430,780,1964,0,98155,47.7383,-122.288,2720,9858.0,648000
14833,5,1.75,2330,6000.0,1.5,0,0,3,8,2080,250,1937,0,98199,47.6461,-122.392,2150,6000.0,825000
14834,4,2.0,2070,10800.0,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800.0,400000
14835,2,2.5,1480,1369.0,3.0,0,0,3,7,1480,0,2009,0,98052,47.676,-122.121,1390,1337.0,420000
14836,2,1.75,1160,4848.0,2.0,0,1,4,7,1160,0,1949,0,98118,47.542,-122.265,1990,7440.0,389000
14837,4,2.5,2520,4950.0,2.0,0,0,3,8,2520,0,1906,2002,98117,47.6814,-122.359,1810,3500.0,865000
14840,3,2.5,1680,10455.0,2.0,0,0,3,8,1680,0,1982,0,98052,47.7229,-122.11,1860,10063.0,550000
14841,3,1.0,1320,5000.0,1.5,0,0,3,7,1320,0,1912,0,98116,47.5711,-122.386,1320,4179.0,201500
14842,3,1.0,1320,5000.0,1.5,0,0,3,7,1320,0,1912,0,98116,47.5711,-122.386,1320,4179.0,459000
14843,3,2.5,1810,7350.0,1.0,0,0,3,8,1310,500,1984,0,98058,47.4434,-122.125,2240,7350.0,327000
14844,1,1.0,1140,6700.0,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700.0,540000
14846,3,2.0,1840,6000.0,1.0,0,0,4,6,1840,0,1908,1944,98136,47.5508,-122.392,2010,6000.0,521000
14847,3,1.5,2000,7294.0,1.0,0,0,3,7,1520,480,1965,0,98118,47.5297,-122.267,2000,6000.0,375000
14848,3,1.75,1480,6592.0,1.0,0,0,4,7,1080,400,1978,0,98023,47.2982,-122.378,1660,7150.0,235000
14849,4,2.5,2040,11841.0,2.0,0,0,3,7,2040,0,1994,0,98042,47.3691,-122.074,1730,8808.0,240000
14850,4,2.25,2060,12155.0,1.0,0,0,4,8,2060,0,1968,0,98008,47.6378,-122.117,2360,8625.0,575000
14851,6,3.5,3720,11690.0,2.0,0,0,3,10,3720,0,2003,0,98040,47.5699,-122.226,3030,11686.0,1520000
14852,4,2.5,3002,6042.0,2.0,0,0,3,8,3002,0,2004,0,98055,47.4231,-122.186,2566,6390.0,394500
14853,3,1.0,1060,5200.0,1.0,0,0,5,6,1060,0,1970,0,98042,47.3636,-122.093,1380,5200.0,174950
14856,3,2.5,1690,2752.0,2.0,0,0,3,8,1690,0,1979,0,98052,47.6332,-122.108,1690,2855.0,431000
14858,5,2.5,2510,8050.0,1.0,0,0,4,7,1490,1020,1977,0,98034,47.7212,-122.172,1840,8471.0,475000
14859,3,2.25,1290,2500.0,2.0,0,0,4,8,1290,0,1987,0,98112,47.6229,-122.298,1700,3750.0,605000
14860,4,2.0,1450,7560.0,1.0,0,0,3,7,1450,0,1967,0,98001,47.3375,-122.276,1430,7560.0,234950
14861,4,2.5,2690,7947.0,2.0,0,0,3,8,2690,0,1993,0,98058,47.4248,-122.153,2160,8328.0,419000
14862,4,3.25,3340,10890.0,1.5,0,0,3,9,2240,1100,1963,2000,98052,47.6677,-122.136,2880,9794.0,910000
14863,4,2.5,2600,8921.0,2.0,0,0,3,8,2600,0,1991,0,98058,47.4423,-122.178,2550,8683.0,392000
14864,3,2.5,3140,9808.0,2.0,0,0,3,9,2500,640,2001,0,98052,47.6383,-122.097,2370,10014.0,915000
14865,3,3.25,3800,13995.0,2.0,0,3,3,9,3800,0,1983,0,98011,47.7741,-122.203,2480,8434.0,630000
14866,4,1.75,2320,5490.0,1.0,0,3,3,8,1160,1160,1956,0,98178,47.5091,-122.241,2240,7200.0,416100
14867,4,2.5,2360,7350.0,1.0,0,0,4,7,1440,920,1965,0,98001,47.3417,-122.277,1450,7305.0,285000
14868,4,1.5,1100,9600.0,1.0,0,0,4,6,1100,0,1960,0,98033,47.7,-122.175,1100,9630.0,353000
14869,3,2.0,1390,5127.0,1.0,0,0,3,8,1390,0,1990,0,98055,47.4504,-122.206,1960,5019.0,297950
14871,3,3.0,1730,1074.0,3.5,0,0,3,8,1730,0,2006,0,98107,47.6692,-122.392,1370,1185.0,525000
14872,5,1.75,2760,18112.0,1.0,0,0,3,8,1510,1250,1968,0,98155,47.7363,-122.298,1720,8482.0,495000
14873,3,1.75,2430,11448.0,1.0,0,1,5,7,1620,810,1949,0,98117,47.6971,-122.391,2140,8144.0,710000
14874,3,2.0,2010,12950.0,1.0,0,0,3,8,2010,0,1953,0,98034,47.7222,-122.229,1490,10181.0,310000
14875,5,1.75,1730,5200.0,1.0,0,0,4,7,1050,680,1978,0,98042,47.3628,-122.089,1350,5200.0,205000
14878,2,1.0,720,9520.0,1.0,0,0,4,6,720,0,1947,0,98155,47.7678,-122.316,1450,8612.0,195000
14879,3,2.0,1240,11172.0,1.0,0,0,3,7,1000,240,1984,0,98074,47.6364,-122.037,1330,14102.0,401000
14880,5,2.5,3050,8200.0,1.0,0,4,4,8,1650,1400,1962,0,98006,47.5647,-122.155,2970,8792.0,1030000
14882,3,2.0,2040,4841.0,1.0,0,0,4,7,1020,1020,1949,0,98115,47.6778,-122.302,1600,4841.0,667500
14883,4,2.5,1840,5550.0,2.0,0,0,3,8,1840,0,2004,0,98031,47.3937,-122.183,2030,5500.0,300000
14884,4,2.25,1960,9021.0,2.0,0,0,4,8,1960,0,1973,0,98052,47.6349,-122.096,1960,9975.0,610000
14888,5,2.0,2190,9072.0,1.0,0,0,5,7,1110,1080,1965,0,98052,47.6696,-122.149,1660,8327.0,600000
14889,3,3.25,1720,1587.0,2.5,0,2,3,9,1410,310,2004,0,98122,47.6187,-122.299,1490,1620.0,638000
14890,3,1.75,1710,5000.0,1.0,0,0,4,7,1360,350,1918,0,98136,47.5492,-122.389,1490,6250.0,561000
14891,3,2.5,2180,5000.0,1.0,0,0,4,8,1240,940,1977,0,98116,47.5828,-122.396,2000,5000.0,625000
14892,3,1.75,1700,11613.0,1.0,0,0,5,7,1180,520,1977,0,98092,47.2874,-122.187,1500,12377.0,263950
14893,3,2.5,2960,9350.0,2.0,0,2,4,9,2960,0,1978,0,98008,47.6218,-122.094,2960,11745.0,740000
14894,3,1.0,1330,8912.0,1.0,0,0,3,6,1330,0,1948,0,98188,47.4493,-122.274,1200,8913.0,234999
14895,4,2.5,1940,3200.0,2.0,0,0,3,8,1940,0,2004,0,98058,47.4583,-122.118,1900,3200.0,380000
14896,3,2.25,1500,9656.0,1.0,0,0,3,7,1170,330,1989,0,98019,47.7327,-121.982,1690,9656.0,329500
14898,3,2.25,1700,9008.0,1.0,0,0,3,8,1340,360,1985,0,98125,47.7161,-122.317,2340,8003.0,500000
14899,4,1.5,1840,11367.0,1.5,0,0,4,7,1840,0,1950,0,98177,47.7656,-122.358,1690,9800.0,415000
14901,7,2.5,2580,5750.0,1.0,0,0,4,7,1880,700,1901,0,98122,47.6025,-122.294,2280,5750.0,599000
14902,4,2.5,2350,8182.0,2.0,0,0,3,8,2350,0,1997,0,98042,47.3697,-122.106,2330,7000.0,367000
14903,2,1.0,760,3000.0,1.0,0,0,3,6,760,0,1922,0,98107,47.6633,-122.357,1630,3600.0,530000
14904,5,3.5,3280,4000.0,2.0,0,0,3,9,2440,840,2003,0,98117,47.689,-122.396,1980,4000.0,989000
14905,3,2.0,1320,4000.0,1.0,0,0,4,6,1020,300,1940,0,98118,47.5515,-122.262,2410,6212.0,462600
14906,3,2.5,1690,10592.0,1.0,0,0,3,8,1690,0,1973,2009,98040,47.58,-122.231,2260,9945.0,875000
14908,4,2.0,1450,5456.0,1.0,0,0,5,7,1450,0,1951,0,98108,47.5442,-122.297,980,6100.0,393000
14909,4,3.0,2760,4905.0,2.0,0,1,4,9,1840,920,1938,0,98105,47.6591,-122.27,3200,5424.0,1340000
14910,3,2.5,2830,5788.0,2.0,0,0,3,9,2830,0,2001,0,98028,47.7604,-122.235,2500,5802.0,590000
14911,4,2.75,1890,1475.0,2.0,0,0,3,9,1200,690,2015,0,98199,47.6472,-122.383,1650,1682.0,671000
14912,3,3.25,2610,4500.0,1.5,0,0,4,9,1660,950,1909,0,98103,47.6701,-122.339,2110,4500.0,925000
14913,3,2.25,1900,7250.0,1.0,0,0,3,7,1250,650,1967,0,98146,47.4869,-122.344,1560,9420.0,245000
14914,3,1.0,930,6572.0,1.0,0,0,3,7,930,0,1952,0,98115,47.6889,-122.301,960,5840.0,392500
14915,4,2.0,2730,12000.0,1.0,0,0,4,8,1410,1320,1998,0,98155,47.7733,-122.271,2730,9039.0,505000
14916,4,2.5,2650,6240.0,2.0,0,0,3,8,2650,0,2013,0,98053,47.6885,-122.021,2640,6524.0,702000
14917,2,1.0,1010,4000.0,1.0,0,0,3,7,1010,0,1947,0,98136,47.5311,-122.382,1480,4366.0,337000
14918,4,2.5,3550,10233.0,2.0,0,0,3,9,3550,0,1996,0,98027,47.5499,-122.1,3310,9157.0,920000
14919,3,1.75,2130,6360.0,1.0,0,0,3,7,1720,410,1959,0,98125,47.7059,-122.301,1540,6361.0,495500
14920,2,1.75,1840,7230.0,1.0,0,0,3,7,1570,270,1938,0,98030,47.3815,-122.228,1282,6769.0,245000
14921,2,1.0,1320,1824.0,1.5,0,0,4,6,1320,0,1909,0,98144,47.585,-122.294,1320,4000.0,395000
14922,3,1.0,990,6315.0,1.0,0,0,3,7,990,0,1970,0,98034,47.7116,-122.214,1450,6702.0,335000
14923,2,1.75,1020,10346.0,1.0,0,0,4,6,1020,0,1983,0,98022,47.1958,-122.002,1160,8610.0,187000
14924,4,2.0,1570,7320.0,1.0,0,0,4,7,1570,0,1960,0,98007,47.5967,-122.14,1530,8800.0,450000
14925,4,2.25,1930,7207.0,1.0,0,0,4,7,1360,570,1988,0,98030,47.3783,-122.182,1760,7207.0,280000
14928,3,1.75,1930,9600.0,1.0,0,0,3,8,1930,0,1958,0,98040,47.5747,-122.237,2350,9840.0,795000
14929,3,1.5,2240,3800.0,2.0,0,0,3,8,1370,870,1929,0,98115,47.6887,-122.307,1690,4275.0,510000
14930,4,2.5,2190,11500.0,1.0,0,0,4,8,1430,760,1972,0,98006,47.5668,-122.147,2580,9700.0,699900
14931,4,2.75,2400,12469.0,1.0,0,2,4,8,1760,640,1958,0,98008,47.5861,-122.112,2400,10400.0,839000
14932,4,1.75,1970,12409.0,1.0,0,0,4,7,1220,750,1968,0,98028,47.7489,-122.236,1690,10720.0,396000
14933,3,2.25,2860,8458.0,2.0,0,0,3,7,2860,0,1983,0,98058,47.4269,-122.148,1760,8458.0,365000
14934,3,2.25,1900,7225.0,1.0,0,0,3,8,1220,680,1970,0,98008,47.6394,-122.113,1900,7399.0,440000
14935,4,2.5,2090,6667.0,2.0,0,0,3,8,2090,0,1997,0,98058,47.4648,-122.15,2250,6165.0,405000
14936,3,1.5,850,2500.0,1.0,0,0,3,7,850,0,1986,0,98106,47.5677,-122.36,850,5000.0,295000
14937,4,2.5,1840,1562.0,2.0,0,0,3,7,1400,440,2004,0,98106,47.5345,-122.364,1840,1766.0,275000
14939,5,3.5,4370,12240.0,2.0,0,0,3,11,3270,1100,1990,0,98004,47.582,-122.199,2980,12800.0,1500000
14940,3,3.5,3190,10223.0,2.0,0,0,3,10,2560,630,1994,0,98052,47.6968,-122.102,3120,9735.0,795000
14942,3,1.0,1690,13184.0,1.0,0,0,4,7,1690,0,1959,0,98166,47.476,-122.343,1130,13451.0,260000
14943,2,2.5,1650,2710.0,2.0,0,2,3,8,1650,0,2008,0,98065,47.5173,-121.878,1760,2992.0,382000
14944,4,2.5,2590,9341.0,2.0,0,0,3,8,2590,0,1985,0,98052,47.6496,-122.114,2280,9510.0,790100
14945,4,2.5,2160,8005.0,2.0,0,0,3,7,2160,0,1993,0,98001,47.2668,-122.231,1790,8016.0,220000
14946,4,3.5,3500,8547.0,2.0,0,0,3,9,2500,1000,1994,0,98006,47.5613,-122.126,2350,10270.0,799000
14947,4,2.25,3920,7200.0,2.0,0,0,3,10,3120,800,1928,0,98144,47.5731,-122.284,3400,7200.0,1480000
14948,4,2.75,2190,14937.0,2.0,0,0,3,8,2190,0,1993,0,98001,47.3535,-122.273,1920,11360.0,367300
14949,4,2.0,1890,4500.0,1.5,0,0,3,7,1490,400,1907,1993,98103,47.6684,-122.356,1640,4010.0,805000
14950,2,1.0,1860,3400.0,1.0,0,0,3,7,1010,850,1920,0,98105,47.6714,-122.329,1540,3997.0,730000
14951,3,2.0,1720,7704.0,1.0,0,0,4,7,1160,560,1969,0,98011,47.7368,-122.195,1620,7600.0,402000
14952,4,2.75,2600,4674.0,1.0,0,0,3,8,1560,1040,1976,0,98115,47.6782,-122.286,2600,6099.0,750000
14953,3,1.5,1570,12196.0,1.0,0,0,4,7,1570,0,1972,0,98045,47.4866,-121.786,1740,12196.0,458000
14954,3,2.5,3530,9753.0,2.0,0,0,3,10,3530,0,1997,0,98006,47.5539,-122.103,3220,9234.0,898000
14955,4,2.5,1960,5642.0,2.0,0,0,3,7,1960,0,1998,0,98092,47.3167,-122.187,1870,5250.0,308000
14956,3,2.5,2230,8296.0,2.0,0,0,3,7,2230,0,2004,0,98058,47.4386,-122.116,2480,5940.0,385000
14957,4,3.0,2720,4800.0,1.5,0,0,5,8,1790,930,1928,0,98105,47.6595,-122.283,2260,4800.0,1020000
14958,5,3.0,2840,6240.0,2.0,0,0,5,9,2440,400,1905,0,98112,47.6285,-122.309,2940,6000.0,1430000
14959,3,1.75,1260,7362.0,1.0,0,0,3,7,1260,0,1984,0,98038,47.3602,-122.052,1530,7232.0,240000
14960,3,1.5,1860,8505.0,1.0,0,0,4,7,1860,0,1967,0,98023,47.3106,-122.365,1810,8262.0,217000
14961,4,1.75,2010,6300.0,1.0,0,2,5,8,1610,400,1937,0,98199,47.6457,-122.412,3290,6300.0,972000
14962,2,1.0,820,6400.0,1.0,0,0,4,7,820,0,1944,0,98126,47.55,-122.379,1490,6400.0,361280
14963,3,1.75,1220,1450.0,1.0,0,0,3,6,620,600,1905,0,98119,47.6361,-122.368,1660,2960.0,385000
14965,4,2.5,2860,3638.0,1.5,0,2,5,7,1720,1140,1924,0,98107,47.6631,-122.361,1760,3880.0,724950
14966,5,4.5,4230,9701.0,2.0,0,0,3,10,4230,0,1999,0,98006,47.5444,-122.131,4130,12253.0,935000
14967,3,1.0,840,8470.0,1.0,0,0,4,6,840,0,1961,0,98023,47.3275,-122.338,840,8450.0,169950
14968,3,2.5,2290,5089.0,2.0,0,0,3,9,2290,0,2001,0,98006,47.5443,-122.172,2290,7984.0,585000
14969,3,2.5,2290,5089.0,2.0,0,0,3,9,2290,0,2001,0,98006,47.5443,-122.172,2290,7984.0,585000
14970,5,3.5,3480,12821.0,2.0,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870.0,480000
14972,3,2.5,2230,5717.0,2.0,0,0,3,7,2230,0,2004,0,98058,47.4388,-122.117,2230,5194.0,368750
14973,6,2.0,3080,5500.0,2.0,0,0,1,7,3080,0,1900,0,98122,47.6031,-122.296,1830,5000.0,432500
14974,3,2.5,2250,4337.0,2.0,0,0,3,8,2250,0,2004,0,98075,47.5908,-122.017,2250,4721.0,589000
14975,4,3.25,3160,6327.0,2.0,0,0,3,9,2280,880,2004,0,98027,47.536,-122.066,3160,5946.0,840000
14976,3,2.5,1770,3873.0,2.0,0,0,3,7,1770,0,2005,0,98058,47.4648,-122.144,2280,4330.0,316500
14977,4,2.5,2880,8833.0,2.0,0,0,3,7,2880,0,2006,0,98065,47.5388,-121.89,2570,5234.0,536000
14979,4,1.0,1730,7350.0,1.5,0,0,4,6,1730,0,1970,0,98003,47.3467,-122.307,1440,7752.0,152500
14980,4,1.0,1730,7350.0,1.5,0,0,4,6,1730,0,1970,0,98003,47.3467,-122.307,1440,7752.0,267950
14982,4,2.5,2540,8400.0,2.0,0,0,5,7,2540,0,1977,0,98032,47.3754,-122.277,1600,8050.0,269950
14983,4,3.0,2630,5772.0,2.0,0,0,3,9,2630,0,2006,0,98052,47.6952,-122.133,3460,6158.0,731688
14984,3,1.5,1890,9000.0,1.0,0,0,3,7,1190,700,1959,0,98188,47.4425,-122.272,2060,9000.0,240000
14985,2,1.0,1220,5040.0,1.0,0,0,3,7,1220,0,1961,0,98117,47.6957,-122.364,1420,5040.0,555950
14986,2,1.0,710,6300.0,1.0,0,0,3,6,710,0,1942,0,98126,47.5155,-122.374,740,6300.0,289000
14987,3,2.5,2970,11985.0,1.0,0,0,3,9,1770,1200,1995,0,98074,47.6359,-122.052,2990,12049.0,525000
14988,3,2.5,2970,11985.0,1.0,0,0,3,9,1770,1200,1995,0,98074,47.6359,-122.052,2990,12049.0,745000
14989,2,1.0,1000,7664.0,1.0,0,2,3,7,1000,0,1939,0,98115,47.7001,-122.311,1570,6350.0,397000
14990,3,1.0,1980,8505.0,1.0,0,0,3,7,1030,950,1965,0,98106,47.538,-122.353,1830,8505.0,233000
14991,4,2.25,1920,8259.0,2.0,0,0,4,8,1920,0,1979,0,98027,47.5616,-122.088,2030,8910.0,625000
14993,3,2.25,1740,7345.0,1.0,0,0,3,7,1380,360,1973,0,98032,47.3663,-122.285,1770,8250.0,270000
14994,3,1.75,1300,7770.0,1.0,0,0,3,7,1300,0,1967,0,98034,47.7347,-122.192,1520,7600.0,360000
14995,4,1.5,2740,4000.0,2.0,0,0,5,9,1930,810,1905,0,98109,47.6343,-122.352,1680,4000.0,1110000
14996,4,1.75,4060,4000.0,2.0,0,3,3,10,2890,1170,1953,1995,98199,47.6375,-122.389,1860,4000.0,970000
14997,5,2.5,3490,18850.0,1.0,0,4,4,9,1840,1650,1958,0,98005,47.5955,-122.176,2690,11625.0,915000
14998,4,1.75,1430,10500.0,1.0,0,0,4,7,1130,300,1960,0,98007,47.6083,-122.132,2070,8640.0,412000
14999,4,1.75,1860,9112.0,1.0,0,0,4,7,1110,750,1963,0,98032,47.3792,-122.282,1570,9112.0,265000
15000,4,2.25,2120,7700.0,1.0,0,0,4,7,1490,630,1976,0,98034,47.7207,-122.165,1890,8203.0,426000
15001,4,2.25,1860,12693.0,1.0,0,0,3,8,1140,720,1978,0,98023,47.3114,-122.395,1950,8740.0,266000
15002,3,2.0,2330,4950.0,1.5,0,0,3,6,1430,900,1900,0,98118,47.5585,-122.29,1160,5115.0,325000
15003,3,1.75,1670,5100.0,1.0,0,2,5,7,990,680,1954,0,98144,47.5898,-122.291,2140,4452.0,615000
15004,3,1.75,2130,7140.0,1.0,0,0,3,8,1580,550,1979,0,98023,47.3074,-122.341,2180,7906.0,310000
15005,4,1.75,1900,7313.0,1.0,0,0,3,7,1900,0,1973,0,98034,47.7311,-122.232,1420,7384.0,340000
15006,2,1.0,1170,2800.0,1.5,0,0,4,5,1170,0,1905,0,98103,47.6574,-122.345,1660,4996.0,562500
15007,2,1.0,980,1600.0,2.0,0,0,3,8,980,0,2010,0,98119,47.638,-122.375,1180,1600.0,447000
15009,4,1.5,2500,6300.0,1.0,0,0,4,7,1500,1000,1961,0,98032,47.3781,-122.284,1720,8925.0,250000
15010,4,2.5,2020,8044.0,2.0,0,0,3,8,2020,0,1990,0,98074,47.6247,-122.043,2320,7328.0,633000
15011,3,2.0,1290,886.0,3.0,0,0,3,7,1290,0,2004,0,98125,47.7161,-122.295,1270,1152.0,310000
15013,3,3.25,1710,2381.0,2.0,0,0,3,8,1360,350,2003,0,98029,47.5477,-122.004,1420,1163.0,470000
15014,3,2.5,1720,8550.0,1.0,0,0,4,7,1720,0,1968,0,98002,47.2837,-122.207,1460,8550.0,270000
15015,3,1.75,1820,8813.0,2.0,0,0,3,7,1820,0,1994,0,98003,47.2622,-122.303,1780,7349.0,299500
15016,3,1.0,1130,10018.0,1.0,0,0,4,6,1130,0,1954,0,98032,47.3733,-122.275,1770,7700.0,227000
15017,4,2.75,3040,2415.0,2.0,1,4,3,8,3040,0,1966,0,98118,47.5188,-122.256,2620,2433.0,735000
15018,3,3.0,2410,7479.0,2.0,0,2,3,7,2410,0,1942,1988,98155,47.7394,-122.288,2610,7479.0,537000
15019,4,2.5,2440,14470.0,1.0,0,0,4,9,1660,780,1970,0,98005,47.6401,-122.168,2810,15564.0,699000
15020,2,1.0,800,4533.0,1.0,0,0,3,6,600,200,1929,0,98115,47.6979,-122.325,1720,6800.0,330000
15021,3,1.0,1030,7800.0,1.0,0,0,3,7,1030,0,1954,0,98168,47.473,-122.324,1630,12664.0,229000
15022,3,1.0,1480,5600.0,1.0,0,0,4,6,940,540,1947,0,98178,47.5045,-122.27,1350,11100.0,200000
15023,3,1.75,1710,9707.0,1.0,0,0,4,8,1710,0,1966,0,98008,47.623,-122.105,1820,8700.0,522500
15024,3,2.75,3450,5350.0,1.5,0,3,4,9,2590,860,1925,0,98199,47.6389,-122.407,2910,5350.0,1300000
15025,3,3.25,2610,16387.0,2.0,1,4,3,9,2610,0,2006,0,98125,47.7175,-122.278,2590,12958.0,2000000
15027,3,1.75,1260,7200.0,1.0,0,0,3,7,1260,0,1971,0,98034,47.7189,-122.178,1460,7200.0,352000
15028,4,3.0,2590,6250.0,2.0,0,2,3,9,2240,350,1964,0,98115,47.6774,-122.267,2260,6780.0,855000
15029,3,2.5,1580,12250.0,2.0,0,0,3,8,1580,0,1993,0,98198,47.3771,-122.315,1560,9900.0,267000
15030,2,1.75,1660,6000.0,1.0,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000.0,484000
15031,4,2.75,2950,15540.0,1.0,0,0,4,8,2120,830,1974,0,98042,47.3845,-122.152,2840,17136.0,402000
15032,4,2.25,2240,5000.0,2.0,0,0,3,8,1770,470,1900,2014,98122,47.6027,-122.295,2120,5000.0,905000
15033,4,1.75,1940,7500.0,1.0,0,0,4,7,1720,220,1966,0,98030,47.3736,-122.215,2000,9000.0,274000
15035,4,4.5,5770,10050.0,1.0,0,3,5,9,3160,2610,1949,0,98115,47.677,-122.275,2950,6700.0,1540000
15036,4,2.0,2280,6010.0,1.0,0,0,3,7,1140,1140,1900,0,98122,47.6034,-122.289,2240,6200.0,628000
15037,6,1.75,2740,6360.0,1.0,0,3,3,8,1370,1370,1953,0,98146,47.5062,-122.385,2150,6600.0,675000
15038,4,3.25,3760,4675.0,2.0,0,0,3,8,2740,1020,2007,0,98038,47.3862,-122.048,3280,4033.0,429900
15039,3,1.5,1580,8184.0,1.0,0,0,3,7,1140,440,1954,0,98148,47.4294,-122.331,1540,9476.0,260000
15040,3,1.75,1600,4400.0,1.0,0,0,3,7,1030,570,1941,0,98112,47.6348,-122.281,2150,4000.0,690000
15041,4,2.25,2100,12172.0,1.0,0,0,5,9,2100,0,1961,0,98040,47.5458,-122.227,2400,10713.0,1080000
15042,4,2.5,2610,7333.0,2.0,0,0,3,8,2610,0,1988,0,98003,47.2721,-122.293,2280,9033.0,360000
15043,3,1.75,1840,5000.0,1.0,0,0,4,7,920,920,1910,0,98117,47.6808,-122.376,1220,5000.0,499000
15044,3,1.0,1320,6534.0,1.0,0,0,3,7,1320,0,1952,0,98055,47.4806,-122.223,2140,7405.0,159000
15045,3,1.75,1540,8100.0,1.0,0,0,4,7,940,600,1947,0,98133,47.749,-122.351,1840,8100.0,430000
15046,5,2.75,2520,18625.0,1.0,0,0,3,8,1660,860,1959,0,98004,47.6409,-122.207,3000,16624.0,1050000
15048,3,1.0,1200,9527.0,1.0,0,0,3,7,1200,0,1959,0,98168,47.5112,-122.316,1510,9457.0,150000
15049,4,2.25,2720,8712.0,2.0,0,0,4,9,2720,0,1976,0,98006,47.5616,-122.153,2470,8714.0,840000
15050,4,2.5,3100,5700.0,2.0,0,0,3,9,3100,0,2011,0,98038,47.3696,-122.058,3060,6000.0,499000
